CSP_1,CSP_2,CSP_3,CSP_4
-0.5019707268231065,-0.5180445916506458,1.276546259514024,-1.522349055313976
-0.7000726545993851,-0.2575591574931662,-0.5787860611684386,-0.5170824101341692
-1.6833439404758532,-0.0218728763577319,0.036939166737407,-0.9094811533386464
-1.0978008811762408,-0.1217243880806551,1.4767162166070178,1.5718978741001972
-1.004527800832092,-1.3458587208184771,-1.237734748687861,2.022817287168406
-0.7194053938379112,-1.370223011751604,-0.6263556521839998,-0.8218963339587497
-0.1769179424998948,-1.439609327774542,-0.781475927875432,-1.0579216224542567
-1.9300938334254816,-0.3495989988675158,0.0588685392224061,-0.2154326369208694
-1.4042881326112335,-0.3163190524974947,0.5508644858696747,-0.7059135337608388
-0.7180097725134539,-0.3398877941837967,-0.3969973801758204,0.27171721139251
-1.5369598001514704,0.4591143786657213,-0.6732268675652466,-1.2998837187617358
-0.946746817822771,-0.4956212867613827,-0.5414276453738984,0.0968054493112011
-1.100619230886987,-0.3454464730340619,0.4143037079460577,-0.844566023386892
-1.758553642752636,-0.8415411685853049,0.7170526587156675,-0.5150402448179041
-1.4588359889294364,-0.1742530849256209,-1.0344784563578682,-0.2855696931475414
-0.3045721128045447,-1.07404616131917,-0.4762867823007814,-1.3925162373565731
-1.1016374904211967,-1.3522155428360128,-1.121781967554598,0.2650270462622794
-0.7058307932131812,-1.1650606934550312,-0.6166495486612859,0.3250432498069209
-0.9371506025017978,0.1180793069930792,-0.1635931363130097,-1.1622638175324604
-1.850304246003519,0.3932773625088326,-0.6136526182439356,-0.7011249557165566
-0.2889638245254404,-0.6782234997219089,-0.6191216449289374,-0.7432019132716463
-2.245466430638164,0.703260242574848,-0.1982256152166178,-0.3297623262257121
-2.1808812859391065,0.0831683370146893,-0.3937260927447947,-0.4858373184234826
